alim_code;alim_nom_fr;carbo;alim_image_url
13400;Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique;13,3;
19548;Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus;13,3;
11196;Sauce burger, préemballée;13,3;
19535;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;13,1;
19652;Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ;13,1;
25111;Chili con carne, préemballé;13;
25139;Lasagnes ou cannellonis au poisson, préemballées;13;
20524;Haricot rouge, appertisé, égoutté;13;
13008;Cerise, dénoyautée, crue;13;
26124;Merlan, pané;13;
19542;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;13;
19676;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen);13;
19677;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen);13;
2017;Jus de grenade, pur jus;13;
2036;Jus multifruit - base raisin, standard;13;
2374;Nectar d'ananas;13;
11026;Coriandre, graine;13;
11016;Raifort, cru;13;
19538;Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei;12,9;
19672;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen);12,9;
19692;Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;12,9;
13192;Pomme Pink lady, pulpe, crue;12,8;
13620;Pomme Golden, pulpe et peau, crue;12,8;
19628;Yaourt ou spécialité laitière aux fruits (aliment moyen);12,8;
19862;Yaourt à la grecque, aromatisé, sucré;12,8;
2008;Cocktail sans alcool (à base de jus de fruits et de sirop);12,8;
4047;Pomme de terre, purée (aliment moyen);12,7;
19516;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei;12,7;
51500;Meloukhia, feuilles de corète séchées, en poudre;12,7;
13173;Boisson infantile céréales lactées pour le petit déjeuner;12,7;
25183;Nouilles sautées/poêlées aux crevettes;12,6;
25173;Veau, escalope panée, cuite;12,6;
19534;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;12,6;
13170;Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;12,6;
13182;Boisson infantile céréales lactées (aliment moyen);12,6;
25152;Couscous à la viande, préemballé;12,5;
25019;Ravioli à la viande, sauce tomate, appertisé;12,5;
25188;Risotto, aux fruits de mer, préemballé;12,5;
25231;Raviolis au tofu, à la sauce tomate, préemballés;12,5;
19599;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;12,5;
19651;Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG;12,5;
11066;Fenouil, graine;12,5;
13166;Dessert lacté infantile nature sucré ou aux fruits;12,5;
19682;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);12,4;
19673;Crème dessert, allégée en MG, rayon frais;12,4;
2500;Smoothie;12,4;
1016;Marsala aux oeufs;12,4;
13157;Petit pot fruit avec banane pour bébé;12,4;
25557;Brick à l'oeuf, fait maison, cuit;12,3;
20046;Salsifis, cuit;12,3;
20212;Champignon, lentin comestible ou shiitaké, cuit;12,3;
20335;Échalote, sautée/poêlée sans matière grasse;12,3;
20801;Chips de giraumon (variété locale), pulpe, prélevé à la Martinique;12,3;
20503;Haricot rouge, bouilli/cuit à l'eau;12,3;
2370;Nectar de mangue;12,3;
25029;Couscous au mouton;12,2;
20097;Échalote, crue;12,2;
4102;Patate douce, cuite;12,2;
20505;Lentille, bouillie/cuite à l'eau;12,2;
20508;Haricot flageolet, appertisé, égouttés;12,2;
13429;Mangue verte, pulpe, crue, prélevée à la Martinique;12,2;
19575;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;12,2;
19662;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;12,2;
19668;Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ;12,2;
2048;Jus multifruit - base pomme, standard;12,2;
2063;Nectar multifruit - base orange, standard;12,2;
20262;Poêlée de légumes assaisonnés sans champignon, surgelée, crue;12,1;
4019;Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;12,1;
4103;Patate douce, purée, cuisinée à la crème;12,1;
20700;Légume sec, cuit (aliment moyen);12,1;
2073;Jus d'ananas, pur jus;12,1;
2371;Nectar de pêche;12,1;
19120;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);12,1;
13163;Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;12,1;
20502;Haricot blanc, bouilli/cuit à l'eau;12;
20513;Haricot flageolet, bouilli/cuit à l'eau;12;
26256;Ficelle picarde, préemballée;11,9;
20531;Haricot mungo, bouilli/cuit à l'eau;11,9;
13191;Pomme Gala, pulpe, crue;11,9;
9313;Flocons d'avoine, bouillis/cuits à l'eau;11,9;
26016;Limande-sole, panée, frite;11,9;
2000;Jus d'ananas, à base de concentré;11,9;
18352;Boisson énergisante, sucrée;11,9;
11122;Sauce à l'échalote à la crème, préemballée;11,9;
11064;Carvi, graine;11,9;
11010;Levure de boulanger, compressée;11,9;
13158;Petit pot fruit sans banane pour bébé;11,9;
25218;Lasagnes ou cannellonis aux légumes, préemballés, cuits;11,8;
20510;Lentille, cuisinée, appertisée, égouttée;11,8;
26046;Surimi, bâtonnets, tranche ou râpé saveur crabe;11,8;
19683;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;11,8;
4011;Pomme de terre, appertisée, égouttée;11,7;
13002;Ananas, pulpe, cru;11,7;
13086;Pomme Golden, pulpe, crue;11,7;
13187;"Purée de pommes, type ""compote sans sucres ajoutés""";11,7;
22510;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée;11,7;
2011;Jus multifruit - base orange, multivitaminé;11,7;
13165;Dessert lacté infantile au riz ou à la semoule;11,7;
13039;Pomme, pulpe et peau, crue;11,6;
13085;Pomme Canada, pulpe, crue;11,6;
13999;Fruit cru (aliment moyen);11,6;
19508;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;11,6;
2039;Jus de grenade, frais;11,6;
18100;Cacao, non sucré, poudre soluble;11,6;
13161;Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;11,6;
13169;Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;11,6;
25043;Couscous à la viande ou au poulet, préemballé, allégé;11,5;
20196;Topinambour, cru;11,5;
13189;Poire Williams, pulpe, crue;11,5;
19539;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;11,5;
19669;Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée;11,5;
2033;Jus multifruit, à base de jus et purée de fruits;11,5;
2061;Nectar multifruit, standard;11,5;
25207;Porc au caramel, préemballé;11,4;
25635;Lasagnes ou cannellonis au fromage et aux épinards, préemballés;11,4;
13121;Pomme Granny Smith, pulpe, crue;11,4;
13126;Sureau, baie, crue;11,4;
13134;Salade de fruits, crue;11,4;
13149;Nectarine ou brugnon, blanche, pulpe et peau, crue;11,4;
13188;Poire Conférence, pulpe, crue;11,4;
2074;Jus de pomme, pur jus;11,4;
13148;Nectarine ou brugnon, jaune, pulpe et peau, crue;11,3;
15053;Cacahuète, grillée, sans sel ajouté;11,3;
19579;Yaourt, lait fermenté ou spécialité laitière, aux céréales;11,3;
2002;Jus multifruit, pur jus, multivitaminé;11,3;
2014;Jus de pomme, à base de concentré;11,3;
2060;Nectar multifruit, multivitaminé;11,3;
2367;Nectar de goyave;11,3;
18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;11,3;
1007;Apéritif à base de vin ou vermouth;11,3;
13164;Dessert lacté infantile type crème dessert;11,3;
13190;Pomme Chantecler, pulpe, crue;11,2;
13176;Pomme, pulpe, bouillie/cuite à l'eau;11,2;
2035;Jus multifruit, pur jus, standard;11,2;
2069;Jus multifruit, à base de concentré, standard;11,2;
18048;Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen);11,2;
18309;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;11,2;
2062;Nectar multifruit - base orange, multivitaminé;11,1;
42000;Substitut de repas hypocalorique, crème dessert;11,1;
25131;Lasagnes ou cannellonis aux légumes, préemballées, cuits;11;
13021;Kiwi, pulpe et graines, cru;11;
19695;Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;11;
2050;Jus multifruit - base pomme, multivitaminé;11;
18067;Cola, sucré, sans caféine;11;
20511;Haricot blanc, appertisé, égoutté;10,9;
13016;Fruit de la passion ou maracudja, pulpe et pépins, cru;10,9;
13037;Poire, pulpe et peau, crue;10,9;
2076;Nectar de pomme;10,9;
11194;Sauce Nuoc Mâm ou Sauce au poisson, préemballée;10,9;
13401;Abricot pays, pulpe, cru, prélevé à la Martinique;10,8;
13418;Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique;10,8;
2071;Jus multifruit, à base de concentré, multivitaminé;10,8;
19122;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;10,8;
18904;Boisson au riz, nature, préemballée;10,8;
25199;Palet ou galette de légumes, préfrit, surgelé;10,7;
20036;Petits pois, appertisés, égouttés;10,7;
13050;Pomme, pulpe, crue;10,7;
13122;Pomme Granny Smith, pulpe et peau, crue;10,7;
13150;Mûre (de ronce), surgelée, crue;10,7;
25196;Riste d'aubergines (aubergines, tomates, oignons), préemballée;10,6;
13028;Myrtille, crue;10,6;https://images.unsplash.com/photo-1554795808-3231c32711cf?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=676&q=80
19420;Crème chantilly, sous pression, UHT;10,6;https://cdn.monoprix.fr/cdn-cgi/image/width=580,quality=60,format=auto,metadata=none/assets/images/grocery/1776083/580x580.jpg
2034;Jus de clémentine ou mandarine, pur jus;10,6;https://www.nalyspapier.com/be/fr/uploads/layout/images/NALYS/Naturellement/Les%20bienfaits%20de%20la%20nature/Novembre/105034674_M.jpg
18039;Diabolo (limonade et sirop);10,6;https://assets.afcdn.com/recipe/20210308/118429_w1024h768c1cx1058cy708.webp
11132;Sauce au curry, préemballée;10,6;
25587;Parmentier de canard, préemballé, cuit;10,5;https://www.cookomix.com/wp-content/uploads/2018/12/parmentier-canard-cepes-thermomix.jpg
13110;Griotte, crue;10,5;https://www.alexetalex.com/ca/wp-content/uploads/2019/08/104856719_s.jpg
8932;Quenelle de poisson, en sauce;10,5;https://img.cuisineaz.com/660x660/2018-08-19/i141789-quenelles-de-brochet-sauce-mornay-recette.jpeg
2077;Jus de fruits, à base de concentré (aliment moyen);10,5;https://www.dangersalimentaires.com/wp-content/uploads/2011/03/jus-de-fruit-1280x720.jpg
1006;Vin doux;10,5;https://images.unsplash.com/photo-1535869462434-f92cc30bf40c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1355&q=80
11070;Thym, frais;10,5;https://images.unsplash.com/photo-1606072104299-cdaab62c0a07?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
20987;Nori (Porphyra sp.), séchée ou déshydratée;10,5;
13107;Poire, pulpe, crue;10,4;https://images.unsplash.com/photo-1570115114436-63d3405246e7?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80
2038;Jus multifruit - base orange, standard;10,4;https://img.freepik.com/photos-gratuite/fruits-romarin-jus-bocal-conserves-planche-decouper-fond-jaune_23-2147968638.jpg?size=626&ext=jpg
42003;Substitut de repas hypocalorique, prêt à boire;10,4;
13171;Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales);10,4;
8912;Quenelle de volaille, en sauce;10,3;https://www.davigel.fr/res/davigel/styles/recipe/public/media/0680_540x400.jpg?itok=PHGKiCYe
1017;Sangria;10,3;https://images.unsplash.com/photo-1530077636681-452044839b73?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1350&q=80
25058;Canard en sauce (poivre vert, chasseur, etc.), préemballé;10,2;
4017;Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse;10,2;
19667;Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;10,2;https://static.750g.com/images/1200-630/d4564ba617096432ca1ef5f429c80854/petits-suisses-aromatises.jpeg
2377;Jus d'orange sanguine, pur jus;10,2;https://images.unsplash.com/photo-1618449625138-62cb2b8a343a?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80
18018;Cola, sucré;10,2;https://images.unsplash.com/photo-1520565170521-376e52ee1d52?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
25099;Cassoulet au canard ou oie, appertisé;10,1;
20194;Haricots blancs à la sauce tomate, appertisés;10,1;https://files.meilleurduchef.com/mdc/photo/recette/haricot-blanc-tomate/haricot-blanc-tomate-800.jpg
20181;Panais, cru;10,1;https://images.unsplash.com/photo-1584118247465-08373b441c1e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=643&q=80
15011;Tournesol, graine;10,1;https://images.unsplash.com/photo-1613500788522-89c4d55bdd0e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80
18339;Boisson plate aux fruits (10 à 50% de jus), sucrée;10,1;https://images.unsplash.com/photo-1574332897026-5ef2a6e5f94f?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=635&q=80
11032;Basilic, séché;10,1;https://resize3.prod.docfr.doc-media.fr/rcrop/480,363,center-middle/img/var/doctissimo/storage/images/fr/www/nutrition/diaporamas/aliments-antioxydants/le-basilic-seche/3773219-1-fre-FR/Le-basilic-seche.jpg
42004;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;10,1;
25551;Beignet de viande, volaille ou poisson, fait maison, cru;10;
2009;Nectar multifruit - base pomme, standard;10;
19127;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;10;
20134;Courge hokkaïdo, pulpe, crue;9,98;
13423;"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique";9,97;
18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;9,97;
15043;Noix de macadamia, grillée, salée;9,95;
15023;Noix, fraîche;9,94;
20326;Petits pois, bouillis/cuits à l'eau;9,93;
13100;Prune, crue;9,92;
19026;Lait concentré non sucré, entier;9,91;
18106;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);9,91;
25606;Salade de pommes de terre, fait maison;9,9;https://img.cuisineaz.com/660x660/2015-06-16/i3394-salade-de-pommes-de-terre-aux-epices.jpg
15010;Sésame, graine;9,85;
13195;Pêche jaune, pulpe, crue;9,8;
13007;Cassis, cru;9,68;
13194;Pêche blanche, pulpe, crue;9,63;
18343;Boisson au jus de fruit et au lait;9,63;
2070;Jus d'orange, pur jus;9,61;
13549;Kumquat, sans pépin, cru;9,6;
2012;Jus d'orange, à base de concentré;9,59;
2004;Jus de fruits (aliment moyen);9,58;
20581;Arachide, bouillie/cuite à l'eau, salée;9,54;
15000;Amande (avec peau);9,51;
4041;Aligot (purée de pomme de terre à la tomme fraîche), préemballé;9,5;
2023;Jus de mangue, frais;9,5;
2052;Jus de fruit(s) et de légume(s), pur jus;9,5;
29209;Boisson au soja et jus de fruits concentrés, préemballée;9,5;
18104;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);9,5;
13159;Boisson aux fruits pour bébé dès 4/6mois;9,5;
13193;Pêche blanche, pulpe et peau, crue;9,48;
11167;Sauce américaine, préemballée;9,48;
25194;Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues;9,46;
1031;Spécialité végétale type pâté, préemballée;9,45;
25002;Cassoulet, appertisé;9,41;
2013;Jus d'orange, maison;9,4;
25009;Hachis parmentier à la viande, préemballé;9,39;
20500;Fève, bouillie/cuite à l'eau;9,35;
19661;Fromage frais type petit suisse, aux fruits, 2-3% MG;9,34;
19553;Yaourt au lait de brebis, aromatisé, sucré;9,33;
2072;Jus de fruits, pur jus (aliment moyen);9,32;
25565;Yakitori (brochettes japonaises grillées en sauce);9,3;
20333;Salsifis, bouilli/cuit à l'eau;9,29;
26239;Surimi, fourré au fromage;9,24;
8742;Boudin antillais, à cuire;9,2;
13024;Clémentine ou Mandarine, pulpe, crue;9,17;
11203;Sauce kebab, préemballée;9,15;
15038;Sésame, grillé, graine décortiquée;9,14;
20249;Plat légumes, avec féculent et lait/crème, dès 6-8 mois;9,12;
20590;Crosne, cuit;9,11;
20091;Betterave rouge, crue;9,1;
2025;Jus de pamplemousse (pomélo), maison;9,1;
2010;Nectar multifruit - base pomme, multivitaminé;9,1;
13083;Goyave, pulpe, crue;9,02;
42606;Plat légumes, avec féculent et viande/poisson, dès 18 mois;9,02;
13000;Abricot, dénoyauté, cru;9,01;
20542;Fève, pelée, surgelée, cuite à l'eau;9;
13043;Pêche, pulpe et peau, crue;9;
11079;Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée;8,98;
11143;Sauce béchamel, maison;8,97;
42605;Plat légumes, avec féculent et viande/poisson, dès 12 mois;8,95;
26261;Salade de lentilles et saucisse fumée, préemballée;8,9;
13030;Nectarine ou brugnon, pulpe et peau, crue;8,9;
13132;Myrtille, surgelée, crue;8,9;
25010;Petit salé ou saucisse aux lentilles, préemballé;8,89;
2027;Jus de pamplemousse (pomelo), pur jus;8,89;
25609;Salade de pomme de terre à la piémontaise, préemballée;8,87;https://img.cuisineaz.com/660x660/2015-06-16/i3394-salade-de-pommes-de-terre-aux-epices.jpg
26002;Carrelet ou plie, pané, frit;8,86;
25126;Paupiette de volaille;8,8;
2375;Nectar d'orange;8,79;
20084;Petits pois, surgelés, crus;8,77;
15041;Amande, mondée, émondée ou blanchie;8,76;
15042;Amande, grillée, salée;8,72;
10005;Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;8,72;
20914;Escalope végétale ou steak à base de soja;8,7;
20231;Crosne, surgelé, cru;8,7;
10041;Ormeau, cru;8,69;
18026;Boisson gazeuse, sans jus de fruit, sucrée;8,67;
13417;Jus de mandarine commune, pur jus filtré, prélevée à la Martinique;8,63;
13614;Pamplemousse chinois, pulpe, cru;8,62;
25098;Cassoulet au porc, appertisé;8,6;
20254;Plat légumes, avec féculent et lait/crème, dès 18 mois;8,59;
11210;Sauce pesto rosso, préemballée;8,58;
25154;Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé;8,57;
15007;Noix de coco, amande, sèche;8,55;
20260;Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%);8,53;
13035;Papaye, pulpe, crue;8,53;
20251;Plat légumes, avec féculent et lait/crème, dès 12 mois;8,53;
25195;Parmentier de canard, préemballé;8,51;
19638;Faisselle au coulis de fruits;8,5;
25438;Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit;8,48;
20267;Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons);8,48;
25208;Palet ou galette de légumes, préfrit, surgelé, cuit;8,45;
10084;Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse;8,45;
18010;Limonade, sucrée;8,45;
11199;Sauce grand veneur, préemballée;8,45;
2015;Jus de pamplemousse (pomélo), à base de concentré;8,41;
25037;Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru;8,39;
25596;Galette ou pavé au soja et légumes, préemballé;8,36;
13036;Pastèque, pulpe, crue;8,33;
19559;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;8,29;
18344;Tonic ou bitter, sucré;8,28;
19558;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG;8,25;
19014;Lait 2e âge, prêt à consommer (préparation pour nourrissons);8,23;
13061;Feijoa, pulpe, crue;8,2;
25224;Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé;8,19;
25593;Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé;8,15;
13071;Mûre noire (du mûrier), crue;8,1;
20250;Plat légumes, avec féculent et lait/crème, dès 8-12 mois;8,1;
20232;Artichaut, fond, surgelé, cru;8,09;
11208;Sauce tomate au fromage, préemballée;8,09;
39400;Lait de poule, sans alcool;8,05;
19013;Lait 1er âge, prêt à consommer (préparation pour nourrissons);8,04;
13034;Orange, pulpe, crue;8,03;
13040;Pomelo (dit Pamplemousse), pulpe, cru;8,02;
20284;Petits pois, purée;8;
26010;Hareng mariné ou rollmops;8;
42200;Lécithine de soja;8;
25589;Boulette végétale au soja et/ou blé, préemballée;7,98;
1019;Kir royal (au champagne);7,97;
20124;Petits pois, surgelés, cuits;7,95;
20536;Fève, fraîche, surgelée;7,95;
20917;Tempeh;7,89;
13997;Fruits rouges, crus (framboises, fraises, groseilles, cassis);7,88;
13202;Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.);7,88;
11120;Sauce bourguignonne, préemballée;7,85;
25205;Chop suey (porc ou poulet), préemballé;7,8;
18905;Boisson à base d'avoine, nature, préemballée;7,8;
25186;Boulettes au porc et au boeuf (à la suédoise), préemballées, crues;7,78;
11177;Sauce tomate aux champignons, préemballée;7,78;
19012;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);7,77;
25601;Salade de thon et légumes, appertisée;7,74;https://images.unsplash.com/photo-1604909052743-94e838986d24?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80
22004;Oeuf, blanc (blanc d'oeuf), en poudre;7,73;
25597;Galette ou pavé au soja, fromage et légumes, préemballé;7,72;
15047;Chia, graine, séchée;7,72;
20151;Piment, cru;7,7;
18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;7,7;
13162;Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;7,7;
11107;Sauce tomate aux oignons, préemballée;7,69;
15050;Noisette grillée, salée;7,67;
10019;Bulot ou Buccin, cru;7,61;
13113;Canneberge ou cranberry, crue;7,6;
20009;Carotte, crue;7,59;
11207;Sauce tomate aux petits légumes, préemballée;7,57;
20324;Oignon rouge, sauté/poêlé sans matière grasse;7,55;
20170;Tomate, purée, appertisée;7,54;
25232;Saucisse végétale au blé ou seitan, préemballé;7,53;
18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;7,5;
11178;Sauce tomate aux olives, préemballée;7,5;
19624;Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);7,47;
26258;Salade de betterave, avec sauce, préemballée;7,45;
19582;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;7,45;
18063;Cola, teneur en sucre et édulcorant inconnue (aliment moyen);7,45;
10082;Moules marinières (oignons et vin blanc);7,43;
25077;Saumon à l'oseille, préemballé;7,43;
8125;Confit de foie de volaille;7,42;
18029;Boisson rafraîchissante sans alcool (aliment moyen);7,42;
11170;Sauce basquaise ou Sauce aux poivrons, préemballée;7,41;
20543;Fève, surgelée, bouillie/cuite à l'eau;7,4;
20093;Petits pois et carottes, appertisés, égouttés;7,39;
1018;Kir (au vin blanc);7,36;
20307;Carotte, cuite à la vapeur;7,33;
13179;Pomelo (dit Pamplemousse) jaune, pulpe, cru;7,31;
11112;Harissa (sauce condimentaire), préemballée;7,3;
11114;Sauce tomate à la viande ou Sauce bolognaise, préemballée;7,27;
11198;Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;7,26;
18902;Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;7,24;
20253;Soupe pour bébé légumes, céréales et lait;7,19;
15004;Noisette;7,16;
20003;Betterave rouge, cuite;7,13;
13421;"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique";7,13;
20214;Petits pois et carottes, surgelés, crus;7,1;
18161;Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);7,1;
25621;Houmous, préemballé;7,1;
8315;Mousse de canard;7,07;
13019;Groseille, crue;7,06;
20291;Potimarron, pulpe, cuit à l'étouffée;7,05;
20591;Protéine de soja texturée, réhydratée;7,03;
11218;Sauce chaude (aliment moyen);7,03;
20215;Petits pois et carottes, surgelés, cuits;7,02;
30181;Haché végétal à base de soja, préemballé;7,01;
25626;Macédoine de légumes en salade, avec sauce, préemballée;7;
20072;Petits pois, crus;7;
20088;Poivron rouge, cuit;7;
18033;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants;7;
11164;Sauce au vin rouge;7;
11172;Court-bouillon pour poissons, déshydraté;7;
5100;Pétillant de fruits;6,95;
25162;Gratin de légumes;6,91;
20248;Plat légumes, avec féculent, dès 6-8 mois;6,9;
1010;Pastis, prêt à boire (1+ 5);6,89;
20331;Potimarron, pulpe, bouilli/cuit à l'eau;6,88;
15005;Noix, séchée, cerneaux;6,88;
25934;Soupe aux céréales et aux légumes, déshydratée reconstituée;6,8;
20271;Macédoine de légumes, surgelée, pré-cuite (à recuire);6,8;
18078;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;6,8;
11215;Caviar de tomates;6,8;
42604;Plat légumes, avec féculent et viande/poisson, dès 8-12 mois;6,77;
25223;Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé;6,76;
19655;Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG;6,76;
18075;Boisson au thé, aromatisée, sucrée;6,76;
20496;Légumes pour couscous, surgelés, crus;6,75;
25588;Gratin de légumes en sauce blanche type béchamel, cuit;6,74;
25598;Seitan, préemballé;6,74;
20322;Oignon blanc ou jaune, sauté/poêlé sans matière grasse;6,73;
19541;Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus;6,71;
18037;Cola, sucré, avec édulcorants;6,65;
9641;Son de maïs;6,65;
25900;Soupe aux lentilles, préemballée à réchauffer;6,6;
15034;Lin, graine;6,6;
19543;Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol;6,6;
11179;Sauce pesto, préemballée;6,6;
11068;Romarin, frais;6,6;
25524;Tomate à la provençale, fait maison;6,55;
13422;"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique";6,55;
2006;Jus de carotte, pur jus;6,55;
20329;Poivron rouge, sauté/poêlé sans matière grasse;6,53;
13029;Mûre (de ronce), crue;6,53;
20240;Piperade basquaise, préemballée;6,5;
20067;Artichaut, appertisé, égoutté;6,5;
